"word","decade","decade_count","decade_total","per_mil"
"fort",1970,58,993649,58.37
"forth",1970,12,993649,12.08
"forty",1970,25,993649,25.16
"fortune",1970,57,993649,57.36
"forward",1970,19,993649,19.12
"fosse",1970,20,993649,20.13
"foto",1970,4,993649,4.03
"fou",1970,13,993649,13.08
"fought",1970,22,993649,22.14
"foul",1970,12,993649,12.08
"found",1970,512,993649,515.27
"foundation",1970,3,993649,3.02
"fountain",1970,18,993649,18.12
"four",1970,143,993649,143.91
"fr",1970,1,993649,1.01
"fra",1970,49,993649,49.31
"fragile",1970,7,993649,7.04
"fragments",1970,3,993649,3.02
"frame",1970,51,993649,51.33
"från",1970,12,993649,12.08
"france",1970,17,993649,17.11
"frank",1970,12,993649,12.08
"freak",1970,109,993649,109.7
"free",1970,670,993649,674.28
"freedom",1970,118,993649,118.75
"freeway",1970,16,993649,16.1
"freeze",1970,37,993649,37.24
"frei",1970,3,993649,3.02
"french",1970,16,993649,16.1
"frente",1970,12,993649,12.08
"fresh",1970,68,993649,68.43
"freunde",1970,8,993649,8.05
"fry",1970,17,993649,17.11
"friday",1970,63,993649,63.4
"friend",1970,862,993649,867.51
"friendship",1970,10,993649,10.06
"fright",1970,15,993649,15.1
"frightened",1970,28,993649,28.18
"frío",1970,5,993649,5.03
"from",1970,2526,993649,2542.15
"front",1970,118,993649,118.75
"frost",1970,8,993649,8.05
"frown",1970,34,993649,34.22
"frozen",1970,41,993649,41.26
"fruit",1970,36,993649,36.23
"frustration",1970,10,993649,10.06
"fuck",1970,195,993649,196.25
"fucker",1970,57,993649,57.36
"fuckin",1970,46,993649,46.29
"fue",1970,81,993649,81.52
"fuego",1970,17,993649,17.11
"fuel",1970,8,993649,8.05
"fuera",1970,10,993649,10.06
"fuerte",1970,11,993649,11.07
"fuerza",1970,8,993649,8.05
"fui",1970,24,993649,24.15
"fuiste",1970,10,993649,10.06
"fulfill",1970,19,993649,19.12
"full",1970,220,993649,221.41
"fun",1970,296,993649,297.89
"funeral",1970,10,993649,10.06
"funk",1970,74,993649,74.47
"funky",1970,43,993649,43.27
"funny",1970,119,993649,119.76
"fuori",1970,17,993649,17.11
"fur",1970,5,993649,5.03
"für",1970,59,993649,59.38
"fury",1970,9,993649,9.06
"further",1970,36,993649,36.23
"fuse",1970,15,993649,15.1
"fuss",1970,36,993649,36.23
"future",1970,171,993649,172.09
"futuro",1970,18,993649,18.12
"g",1970,66,993649,66.42
"ga",1970,12,993649,12.08
"gå",1970,9,993649,9.06
"gain",1970,39,993649,39.25
"gal",1970,53,993649,53.34
"galaxy",1970,10,993649,10.06
"gamble",1970,15,993649,15.1
"game",1970,338,993649,340.16
"ganas",1970,7,993649,7.04
"gang",1970,53,993649,53.34
"gangsta",1970,8,993649,8.05
"ganz",1970,27,993649,27.17
"gar",1970,25,993649,25.16
"går",1970,21,993649,21.13
"garbage",1970,12,993649,12.08
"garden",1970,74,993649,74.47
"gas",1970,44,993649,44.28
"gasoline",1970,4,993649,4.03
"gates",1970,68,993649,68.43
"gather",1970,59,993649,59.38
"gave",1970,266,993649,267.7
"gay",1970,26,993649,26.17
"gaze",1970,38,993649,38.24
"ge",1970,8,993649,8.05
"gear",1970,20,993649,20.13
"gee",1970,14,993649,14.09
"geen",1970,4,993649,4.03
"gefühl",1970,1,993649,1.01
"geh",1970,2,993649,2.01
"gehen",1970,4,993649,4.03
"gehn",1970,11,993649,11.07
"geht",1970,15,993649,15.1
"geld",1970,2,993649,2.01
"gens",1970,6,993649,6.04
"genau",1970,6,993649,6.04
"general",1970,50,993649,50.32
"generation",1970,56,993649,56.36
"gente",1970,109,993649,109.7
"gentle",1970,113,993649,113.72
"gentlemen",1970,9,993649,9.06
"george",1970,24,993649,24.15
"georgia",1970,39,993649,39.25
"gern",1970,11,993649,11.07
"gesicht",1970,4,993649,4.03
"get",1970,3404,993649,3425.76
"gettin",1970,128,993649,128.82
"ghetto",1970,28,993649,28.18
"ghost",1970,71,993649,71.45
"gi",1970,77,993649,77.49
"già",1970,76,993649,76.49
"giant",1970,22,993649,22.14
"gibt",1970,14,993649,14.09
"gift",1970,57,993649,57.36
"gimme",1970,96,993649,96.61
"gin",1970,27,993649,27.17
"giorni",1970,27,993649,27.17
"giorno",1970,84,993649,84.54
"gira",1970,2,993649,2.01
"girl",1970,1294,993649,1302.27
"girlfriend",1970,19,993649,19.12
"give",1970,1642,993649,1652.49
"given",1970,80,993649,80.51
"givin",1970,49,993649,49.31
"glad",1970,174,993649,175.11
"glance",1970,29,993649,29.19
"glass",1970,121,993649,121.77
"glaub",1970,1,993649,1.01
"gleam",1970,11,993649,11.07
"gleich",1970,8,993649,8.05
"gli",1970,96,993649,96.61
"glide",1970,15,993649,15.1
"glimpse",1970,10,993649,10.06
"glisten",1970,11,993649,11.07
"glitter",1970,10,993649,10.06
"gloom",1970,11,993649,11.07
"glory",1970,137,993649,137.88
"gloria",1970,30,993649,30.19
"glorious",1970,7,993649,7.04
"glove",1970,22,993649,22.14
"glow",1970,72,993649,72.46
"glück",1970,4,993649,4.03
"glue",1970,5,993649,5.03
"go",1970,3596,993649,3618.98
"goal",1970,19,993649,19.12
"god",1970,475,993649,478.04
"goddamn",1970,4,993649,4.03
"goes",1970,415,993649,417.65
"goin",1970,319,993649,321.04
"gold",1970,183,993649,184.17
"golden",1970,104,993649,104.66
"golpe",1970,1,993649,1.01
"gon",1970,43,993649,43.27
"gone",1970,1104,993649,1111.06
"gonna",1970,2116,993649,2129.52
"good",1970,1577,993649,1587.08
"goodbye",1970,334,993649,336.13
"goodnight",1970,24,993649,24.15
"gore",1970,2,993649,2.01
"got",1970,3809,993649,3833.35
"gott",1970,5,993649,5.03
"gotta",1970,767,993649,771.9
"gotten",1970,18,993649,18.12
"government",1970,18,993649,18.12
"gown",1970,18,993649,18.12
"grab",1970,78,993649,78.5
"grace",1970,81,993649,81.52
"gracias",1970,2,993649,2.01
"grade",1970,5,993649,5.03
"grain",1970,22,993649,22.14
"gran",1970,45,993649,45.29
"grand",1970,126,993649,126.81
"granted",1970,21,993649,21.13
"grasp",1970,9,993649,9.06
"grass",1970,71,993649,71.45
"grateful",1970,15,993649,15.1
"grave",1970,105,993649,105.67
"graveyard",1970,11,993649,11.07
"gravity",1970,8,993649,8.05
"gray",1970,50,993649,50.32
"great",1970,187,993649,188.2
"greater",1970,12,993649,12.08
"greatest",1970,53,993649,53.34
"greed",1970,21,993649,21.13
"green",1970,195,993649,196.25
"greet",1970,23,993649,23.15
"grew",1970,68,993649,68.43
"grey",1970,85,993649,85.54
"grief",1970,22,993649,22.14
"grieve",1970,15,993649,15.1
"grin",1970,37,993649,37.24
"grind",1970,10,993649,10.06
"grip",1970,21,993649,21.13
"gris",1970,16,993649,16.1
"gritar",1970,7,993649,7.04
"grito",1970,12,993649,12.08
"groove",1970,87,993649,87.56
"groovy",1970,12,993649,12.08
"ground",1970,283,993649,284.81
"group",1970,16,993649,16.1
"grow",1970,367,993649,369.35
"grown",1970,55,993649,55.35
"guaranteed",1970,31,993649,31.2
"guard",1970,42,993649,42.27
"guarda",1970,24,993649,24.15
"guardo",1970,9,993649,9.06
"guerra",1970,25,993649,25.16
"guess",1970,291,993649,292.86
"guest",1970,10,993649,10.06
"guide",1970,122,993649,122.78
"guilt",1970,10,993649,10.06
"guilty",1970,36,993649,36.23
"guitar",1970,227,993649,228.45
"guitarra",1970,19,993649,19.12
"gun",1970,183,993649,184.17
"gusta",1970,9,993649,9.06
"gut",1970,35,993649,35.22
"gutter",1970,8,993649,8.05
"guy",1970,134,993649,134.86
"gypsy",1970,57,993649,57.36
"h",1970,20,993649,20.13
"ha",1970,472,993649,475.02
"há",1970,22,993649,22.14
"haar",1970,4,993649,4.03
"hab",1970,27,993649,27.17
"habe",1970,2,993649,2.01
"haben",1970,10,993649,10.06
"habit",1970,15,993649,15.1
"habla",1970,6,993649,6.04
"hablar",1970,36,993649,36.23
"habrá",1970,11,993649,11.07
"hace",1970,36,993649,36.23
"hacen",1970,1,993649,1.01
"hacer",1970,29,993649,29.19
"hacia",1970,14,993649,14.09
"had",1970,1261,993649,1269.06
"haga",1970,6,993649,6.04
"hago",1970,8,993649,8.05
"hah",1970,11,993649,11.07
"hai",1970,60,993649,60.38
"hail",1970,16,993649,16.1
"hair",1970,193,993649,194.23
"half",1970,181,993649,182.16
"halfway",1970,21,993649,21.13
"hall",1970,73,993649,73.47
"hallelujah",1970,51,993649,51.33
"halo",1970,7,993649,7.04
"halt",1970,7,993649,7.04
"hammer",1970,30,993649,30.19
"han",1970,84,993649,84.54
"hän",1970,5,993649,5.03
"hand",1970,1133,993649,1140.24
"handle",1970,24,993649,24.15
"handsome",1970,12,993649,12.08
"hang",1970,323,993649,325.06
"hangin",1970,62,993649,62.4
"happen",1970,262,993649,263.67
"happy",1970,379,993649,381.42
"har",1970,54,993649,54.35
"här",1970,7,993649,7.04
"hard",1970,709,993649,713.53
"hardcore",1970,4,993649,4.03
"harder",1970,65,993649,65.42
"hardest",1970,21,993649,21.13
"harm",1970,33,993649,33.21
"harmony",1970,40,993649,40.26
"harry",1970,47,993649,47.3
"hart",1970,5,993649,5.03
"harvest",1970,10,993649,10.06
"has",1970,845,993649,850.4
"hast",1970,16,993649,16.1
"hasta",1970,49,993649,49.31
"hat",1970,91,993649,91.58
"hate",1970,239,993649,240.53
"haters",1970,6,993649,6.04
"hatred",1970,27,993649,27.17
"haunt",1970,43,993649,43.27
"haus",1970,23,993649,23.15
"haut",1970,9,993649,9.06
"have",1970,6076,993649,6114.84
"havin",1970,24,993649,24.15
"hay",1970,116,993649,116.74
"haze",1970,23,993649,23.15
"he",1970,4207,993649,4233.89
"head",1970,967,993649,973.18
"headlights",1970,7,993649,7.04
"heal",1970,74,993649,74.47
"health",1970,14,993649,14.09
"hear",1970,1032,993649,1038.6
"heard",1970,357,993649,359.28
"heart",1970,1656,993649,1666.58
"heartache",1970,58,993649,58.37
"heartbeat",1970,19,993649,19.12
"heartbreak",1970,54,993649,54.35
"heat",1970,95,993649,95.61
"heaven",1970,367,993649,369.35
"heavy",1970,108,993649,108.69
"heb",1970,8,993649,8.05
"hecho",1970,2,993649,2.01
"heed",1970,11,993649,11.07
"heels",1970,36,993649,36.23
"hei",1970,5,993649,5.03
"heights",1970,20,993649,20.13
"held",1970,127,993649,127.81
"hell",1970,172,993649,173.1
"hello",1970,113,993649,113.72
"help",1970,653,993649,657.17
"helpless",1970,33,993649,33.21
"hem",1970,11,993649,11.07
"her",1970,2505,993649,2521.01
"here",1970,1702,993649,1712.88
"herida",1970,7,993649,7.04
"hermano",1970,13,993649,13.08
"hero",1970,109,993649,109.7
"heroin",1970,15,993649,15.1
"herself",1970,42,993649,42.27
"herz",1970,9,993649,9.06
"hesitate",1970,17,993649,17.11
"het",1970,32,993649,32.2
"heures",1970,8,993649,8.05
"heute",1970,16,993649,16.1
"hey",1970,1249,993649,1256.98
"hi",1970,55,993649,55.35
"hid",1970,15,993649,15.1
"hidden",1970,20,993649,20.13
"hide",1970,395,993649,397.52
"hier",1970,34,993649,34.22
"high",1970,618,993649,621.95
"higher",1970,222,993649,223.42
"highest",1970,13,993649,13.08
"highway",1970,101,993649,101.65
"hij",1970,4,993649,4.03
"hijos",1970,16,993649,16.1
"hill",1970,125,993649,125.8
"him",1970,1148,993649,1155.34
"himmel",1970,9,993649,9.06
"himself",1970,52,993649,52.33
"hin",1970,4,993649,4.03
"hip",1970,68,993649,68.43
"hiphop",1970,7,993649,7.04
"hippie",1970,17,993649,17.11
"his",1970,1907,993649,1919.19
"histoire",1970,5,993649,5.03
"history",1970,46,993649,46.29
"historia",1970,20,993649,20.13
"hit",1970,334,993649,336.13
"hizo",1970,11,993649,11.07
"hmm",1970,28,993649,28.18
"ho",1970,212,993649,213.36
"hoes",1970,26,993649,26.17
"hoje",1970,25,993649,25.16
"hold",1970,968,993649,974.19
"holdin",1970,40,993649,40.26
"hole",1970,101,993649,101.65
"holy",1970,111,993649,111.71
"holiday",1970,28,993649,28.18
"holla",1970,2,993649,2.01
"holler",1970,37,993649,37.24
"hollow",1970,48,993649,48.31
"hollywood",1970,39,993649,39.25
"hombre",1970,47,993649,47.3
"home",1970,1240,993649,1247.93
"homie",1970,10,993649,10.06
"homme",1970,4,993649,4.03
"hon",1970,25,993649,25.16
"honest",1970,50,993649,50.32
"honesty",1970,10,993649,10.06
"honey",1970,412,993649,414.63
"honky",1970,54,993649,54.35
"honor",1970,18,993649,18.12
"hoo",1970,36,993649,36.23
"hood",1970,27,993649,27.17
"hook",1970,40,993649,40.26
"hop",1970,23,993649,23.15
"hope",1970,539,993649,542.45
"hopeless",1970,22,993649,22.14
"hopin",1970,16,993649,16.1
"hör",1970,8,993649,8.05
"hora",1970,31,993649,31.2
"horizon",1970,29,993649,29.19
"horizonte",1970,3,993649,3.02
"horn",1970,36,993649,36.23
"horror",1970,22,993649,22.14
"horse",1970,129,993649,129.82
"hospital",1970,11,993649,11.07
"host",1970,5,993649,5.03
"hot",1970,260,993649,261.66
"hotel",1970,52,993649,52.33
"hound",1970,36,993649,36.23
"hour",1970,207,993649,208.32
"house",1970,242,993649,243.55
"how",1970,1787,993649,1798.42
"howling",1970,31,993649,31.2
"hoy",1970,89,993649,89.57
"hug",1970,36,993649,36.23
"huh",1970,102,993649,102.65
"hum",1970,45,993649,45.29
"human",1970,109,993649,109.7
"humble",1970,28,993649,28.18
"hun",1970,7,993649,7.04
"hundred",1970,71,993649,71.45
"hung",1970,62,993649,62.4
"hunger",1970,27,993649,27.17
"hungry",1970,80,993649,80.51
"hunt",1970,20,993649,20.13
"hunter",1970,27,993649,27.17
"hur",1970,19,993649,19.12
"hurry",1970,90,993649,90.58
"hurricane",1970,20,993649,20.13
"hurt",1970,329,993649,331.1
"hurtin",1970,23,993649,23.15
"husband",1970,13,993649,13.08
"hush",1970,19,993649,19.12
"hustle",1970,24,993649,24.15
"hypnotized",1970,19,993649,19.12
"hypocrite",1970,2,993649,2.01
"i",1970,38721,993649,38968.49
"iÂm",1970,6,993649,6.04
"iâm",1970,26,993649,26.17
"iba",1970,10,993649,10.06
"ice",1970,79,993649,79.5
"ich",1970,319,993649,321.04
"ici",1970,27,993649,27.17
"id",1970,17,993649,17.11
"idea",1970,41,993649,41.26
"ideal",1970,10,993649,10.06
"identity",1970,7,993649,7.04
"idiot",1970,14,993649,14.09
"idle",1970,13,993649,13.08
"idol",1970,16,993649,16.1
"if",1970,3207,993649,3227.5
"igen",1970,13,993649,13.08
"ignite",1970,7,993649,7.04
"ignore",1970,54,993649,54.35
"igual",1970,35,993649,35.22
"ihm",1970,6,993649,6.04
"ihn",1970,22,993649,22.14
"ihr",1970,38,993649,38.24
"ii",1970,16,993649,16.1
"ik",1970,69,993649,69.44
"ikke",1970,3,993649,3.02
"il",1970,666,993649,670.26
"ill",1970,48,993649,48.31
"illuminate",1970,4,993649,4.03
"illusion",1970,38,993649,38.24
"ilusión",1970,7,993649,7.04
"im",1970,235,993649,236.5
"ima",1970,20,993649,20.13
"image",1970,29,993649,29.19
"imagine",1970,85,993649,85.54
"imma",1970,6,993649,6.04
"immer",1970,30,993649,30.19
"immortal",1970,13,993649,13.08
"important",1970,14,993649,14.09
"importa",1970,36,993649,36.23
"imposible",1970,5,993649,5.03
"impossible",1970,25,993649,25.16
"impress",1970,25,993649,25.16
"in",1970,12229,993649,12307.16
"inch",1970,16,993649,16.1
"increase",1970,11,993649,11.07
"incredible",1970,10,993649,10.06
"indeed",1970,18,993649,18.12
"independent",1970,8,993649,8.05
"indian",1970,40,993649,40.26
"indifference",1970,10,993649,10.06
"industry",1970,10,993649,10.06
"infected",1970,7,993649,7.04
"infierno",1970,3,993649,3.02
"infinity",1970,10,993649,10.06
"infinite",1970,4,993649,4.03
"information",1970,17,993649,17.11
"ingen",1970,9,993649,9.06
"ingenting",1970,2,993649,2.01
"inhale",1970,5,993649,5.03
"inject",1970,2,993649,2.01
"ink",1970,3,993649,3.02
"inn",1970,7,993649,7.04
"inna",1970,2,993649,2.01
"inner",1970,33,993649,33.21
"innocent",1970,52,993649,52.33
"insane",1970,89,993649,89.57
"insects",1970,5,993649,5.03
"insecure",1970,12,993649,12.08
"inside",1970,584,993649,587.73
"insieme",1970,11,993649,11.07
"insist",1970,10,993649,10.06
"inspiration",1970,22,993649,22.14
"instant",1970,27,993649,27.17
"instead",1970,86,993649,86.55
"instinct",1970,15,993649,15.1
"instrumental",1970,83,993649,83.53
"inte",1970,39,993649,39.25
"intense",1970,6,993649,6.04
"intentions",1970,20,993649,20.13
"interest",1970,24,993649,24.15
"international",1970,28,993649,28.18
"into",1970,774,993649,778.95
"intoxicated",1970,8,993649,8.05
"intro",1970,11,993649,11.07
"introduce",1970,15,993649,15.1
"invade",1970,9,993649,9.06
"invented",1970,11,993649,11.07
"invisible",1970,7,993649,7.04
"invitation",1970,25,993649,25.16
"involved",1970,9,993649,9.06
"io",1970,182,993649,183.16
"ir",1970,11,993649,11.07
"ira",1970,8,993649,8.05
"iron",1970,33,993649,33.21
"is",1970,11528,993649,11601.68
"island",1970,57,993649,57.36
"isolation",1970,3,993649,3.02
"isso",1970,13,993649,13.08
"issue",1970,10,993649,10.06
"ist",1970,87,993649,87.56
"its",1970,15059,993649,15155.25
"itâs",1970,42,993649,42.27
"itch",1970,11,993649,11.07
"itself",1970,15,993649,15.1
"ive",1970,8,993649,8.05
"ive",1970,22,993649,22.14
"j",1970,21,993649,21.13
"ja",1970,307,993649,308.96
"já",1970,66,993649,66.42
"jack",1970,78,993649,78.5
"jacket",1970,8,993649,8.05
"jackson",1970,11,993649,11.07
"jaded",1970,2,993649,2.01
"jag",1970,142,993649,142.91
"jah",1970,168,993649,169.07
"jahre",1970,3,993649,3.02
"jai",1970,143,993649,143.91
"jail",1970,58,993649,58.37
"jaime",1970,3,993649,3.02
"jak",1970,1,993649,1.01
"jam",1970,32,993649,32.2
"jamas",1970,1,993649,1.01
"jamás",1970,12,993649,12.08
"jamais",1970,46,993649,46.29
"jamaica",1970,2,993649,2.01
"james",1970,56,993649,56.36
"jane",1970,36,993649,36.23
"jar",1970,13,993649,13.08
"jaurais",1970,1,993649,1.01
"javais",1970,6,993649,6.04
"jaw",1970,12,993649,12.08
"jazz",1970,12,993649,12.08
"je",1970,522,993649,525.34
"jealous",1970,16,993649,16.1
"jealousy",1970,8,993649,8.05
"jeans",1970,69,993649,69.44
"jede",1970,2,993649,2.01
"jeden",1970,11,993649,11.07
"jeder",1970,10,993649,10.06
"jeg",1970,54,993649,54.35
"jen",1970,7,993649,7.04
"jenny",1970,36,993649,36.23
"jerk",1970,14,993649,14.09
"jesus",1970,153,993649,153.98
"jet",1970,29,993649,29.19
"jétais",1970,7,993649,7.04
"jetzt",1970,25,993649,25.16
"jewels",1970,20,993649,20.13
"jij",1970,7,993649,7.04
"jim",1970,60,993649,60.38
"jimmy",1970,61,993649,61.39
"jingle",1970,10,993649,10.06
"jive",1970,44,993649,44.28
"jo",1970,35,993649,35.22
"job",1970,80,993649,80.51
"joe",1970,78,993649,78.5
"john",1970,112,993649,112.72
"johnny",1970,180,993649,181.15
"join",1970,68,993649,68.43
"joint",1970,23,993649,23.15
"joka",1970,5,993649,5.03
"joke",1970,49,993649,49.31
"jolie",1970,5,993649,5.03
"jones",1970,65,993649,65.42
"jos",1970,16,993649,16.1
"jou",1970,3,993649,3.02
"joue",1970,3,993649,3.02
"jour",1970,37,993649,37.24
"journey",1970,38,993649,38.24
"joy",1970,175,993649,176.12
"jsuis",1970,32,993649,32.2
"judge",1970,61,993649,61.39
"judgement",1970,8,993649,8.05
"judgment",1970,5,993649,5.03
"juego",1970,4,993649,4.03
"jugar",1970,3,993649,3.02
"juice",1970,10,993649,10.06
"jukebox",1970,16,993649,16.1
"july",1970,12,993649,12.08
"jump",1970,238,993649,239.52
"jumpin",1970,19,993649,19.12
"june",1970,9,993649,9.06
"junge",1970,14,993649,14.09
"jungle",1970,55,993649,55.35
"junk",1970,10,993649,10.06
"junkie",1970,5,993649,5.03
"junto",1970,45,993649,45.29
"juro",1970,5,993649,5.03
"just",1970,4707,993649,4737.09
"justice",1970,96,993649,96.61
"justify",1970,14,993649,14.09
"k",1970,8,993649,8.05
"kad",1970,14,993649,14.09
"kai",1970,9,993649,9.06
"kaiken",1970,1,993649,1.01
"kaikki",1970,5,993649,5.03
"kan",1970,40,993649,40.26
"kann",1970,30,993649,30.19
"kannst",1970,11,993649,11.07
"ke",1970,2,993649,2.01
"keep",1970,1370,993649,1378.76
"keeper",1970,12,993649,12.08
"keepin",1970,19,993649,19.12
"kein",1970,29,993649,29.19
"keinen",1970,4,993649,4.03
"keiner",1970,7,993649,7.04
"kept",1970,80,993649,80.51
"key",1970,101,993649,101.65
"ki",1970,1,993649,1.01
"kick",1970,123,993649,123.79
"kickin",1970,11,993649,11.07
"kids",1970,282,993649,283.8
"kill",1970,289,993649,290.85
"killer",1970,27,993649,27.17
"killin",1970,21,993649,21.13
"kimi",1970,3,993649,3.02
"kind",1970,363,993649,365.32
"kinda",1970,64,993649,64.41
"king",1970,255,993649,256.63
"kingdom",1970,34,993649,34.22
"kiss",1970,367,993649,369.35
"kissin",1970,12,993649,12.08
"kitchen",1970,26,993649,26.17
"klar",1970,8,993649,8.05
"kleine",1970,14,993649,14.09
"knees",1970,205,993649,206.31
"kneel",1970,24,993649,24.15
"knew",1970,437,993649,439.79
"knife",1970,60,993649,60.38
"knight",1970,37,993649,37.24
"knives",1970,7,993649,7.04
"knock",1970,106,993649,106.68
"knockin",1970,27,993649,27.17
"knot",1970,24,993649,24.15
"know",1970,5585,993649,5620.7
"knowin",1970,17,993649,17.11
"knowledge",1970,17,993649,17.11
"known",1970,180,993649,181.15
"ko",1970,5,993649,5.03
"kom",1970,10,993649,10.06
"komm",1970,9,993649,9.06
"kommen",1970,6,993649,6.04
"kommer",1970,14,993649,14.09
"kommt",1970,19,993649,19.12
"kopf",1970,9,993649,9.06
"ku",1970,1,993649,1.01
"kuin",1970,4,993649,4.03
"kuinka",1970,8,993649,8.05
"kun",1970,35,993649,35.22
"kvar",1970,3,993649,3.02
"l",1970,106,993649,106.68
"la",1970,3225,993649,3245.61
"lá",1970,77,993649,77.49
"là",1970,58,993649,58.37
"laat",1970,7,993649,7.04
"label",1970,5,993649,5.03
"labios",1970,13,993649,13.08
"lace",1970,31,993649,31.2
"lack",1970,17,993649,17.11
"ladder",1970,13,993649,13.08
"lady",1970,490,993649,493.13
"lado",1970,26,993649,26.17
"lágrimas",1970,18,993649,18.12
"lai",1970,13,993649,13.08
"laid",1970,79,993649,79.5
"lair",1970,24,993649,24.15
"laisse",1970,7,993649,7.04
"lake",1970,18,993649,18.12
"lala",1970,40,993649,40.26
"lalala",1970,27,993649,27.17
"lamb",1970,20,993649,20.13
"lame",1970,19,993649,19.12
"lamore",1970,24,993649,24.15
"lamour",1970,44,993649,44.28
"lamp",1970,21,993649,21.13
"land",1970,331,993649,333.12
"landscape",1970,8,993649,8.05
"lane",1970,39,993649,39.25
"lang",1970,74,993649,74.47
"language",1970,12,993649,12.08
"lap",1970,12,993649,12.08
"large",1970,15,993649,15.1
"larmes",1970,3,993649,3.02
"las",1970,196,993649,197.25
"lass",1970,9,993649,9.06
"last",1970,665,993649,669.25
"late",1970,476,993649,479.04
"later",1970,80,993649,80.51
"latest",1970,17,993649,17.11
"laugh",1970,377,993649,379.41
"laughter",1970,73,993649,73.47
"law",1970,99,993649,99.63
"lawn",1970,17,993649,17.11
"lay",1970,361,993649,363.31
"layin",1970,9,993649,9.06
"lazy",1970,41,993649,41.26
"le",1970,705,993649,709.51
"lead",1970,226,993649,227.44
"leader",1970,32,993649,32.2
"leaf",1970,17,993649,17.11
"leak",1970,10,993649,10.06
"lean",1970,49,993649,49.31
"leap",1970,16,993649,16.1
"learn",1970,333,993649,335.13
"least",1970,58,993649,58.37
"leather",1970,50,993649,50.32
"leau",1970,10,993649,10.06
"leave",1970,1055,993649,1061.74
"leavin",1970,79,993649,79.5
"leben",1970,20,993649,20.13
"led",1970,32,993649,32.2
"lee",1970,36,993649,36.23
"leer",1970,17,993649,17.11
"left",1970,698,993649,702.46
"legs",1970,105,993649,105.67
"legal",1970,10,993649,10.06
"legend",1970,25,993649,25.16
"legions",1970,7,993649,7.04
"lei",1970,57,993649,57.36
"lejos",1970,25,993649,25.16
"lend",1970,24,993649,24.15
"lento",1970,9,993649,9.06
"les",1970,214,993649,215.37
"less",1970,82,993649,82.52
"lesson",1970,37,993649,37.24
"let",1970,2783,993649,2800.79
"letra",1970,5,993649,5.03
"letter",1970,63,993649,63.4
"letzte",1970,6,993649,6.04
"leur",1970,21,993649,21.13
"leva",1970,7,993649,7.04
"leve",1970,28,993649,28.18
"level",1970,9,993649,9.06
"ley",1970,3,993649,3.02
"lhe",1970,10,993649,10.06
"li",1970,51,993649,51.33
"liar",1970,62,993649,62.4
"liberate",1970,10,993649,10.06
"libertad",1970,16,993649,16.1
"liberty",1970,16,993649,16.1
"libre",1970,11,993649,11.07
"licht",1970,19,993649,19.12
"lick",1970,21,993649,21.13
"lies",1970,678,993649,682.33
"liebe",1970,26,993649,26.17
"liegt",1970,4,993649,4.03
"life",1970,2043,993649,2056.06
"lifeless",1970,2,993649,2.01
"lifetime",1970,55,993649,55.35
"lift",1970,113,993649,113.72
"light",1970,1029,993649,1035.58
"lightning",1970,58,993649,58.37
"like",1970,3938,993649,3963.17
"lil",1970,24,993649,24.15
"lily",1970,11,993649,11.07
"limbs",1970,14,993649,14.09
"limit",1970,28,993649,28.18
"linda",1970,29,993649,29.19
"lindo",1970,15,993649,15.1
"line",1970,528,993649,531.37
"linger",1970,28,993649,28.18
"link",1970,10,993649,10.06
"lion",1970,52,993649,52.33
"lips",1970,117,993649,117.75
"lipstick",1970,16,993649,16.1
"liquid",1970,11,993649,11.07
"liquor",1970,10,993649,10.06
"lisa",1970,14,993649,14.09
"list",1970,22,993649,22.14
"listen",1970,383,993649,385.45
"lit",1970,40,993649,40.26
"little",1970,1583,993649,1593.12
"liv",1970,17,993649,17.11
"live",1970,1515,993649,1524.68
"livet",1970,6,993649,6.04
"livin",1970,127,993649,127.81
"ll",1970,26,993649,26.17
"llama",1970,4,993649,4.03
"llanto",1970,11,993649,11.07
"llega",1970,7,993649,7.04
"llegar",1970,11,993649,11.07
"llego",1970,5,993649,5.03
"llena",1970,4,993649,4.03
"lleva",1970,12,993649,12.08
"llevar",1970,2,993649,2.01
"llevo",1970,4,993649,4.03
"llora",1970,8,993649,8.05
"llorando",1970,17,993649,17.11
"llorar",1970,31,993649,31.2
"lluvia",1970,7,993649,7.04
"lo",1970,378,993649,380.42
"load",1970,63,993649,63.4
"loca",1970,2,993649,2.01
"local",1970,20,993649,20.13
"locked",1970,127,993649,127.81
"loco",1970,37,993649,37.24
"locura",1970,7,993649,7.04
"logic",1970,14,993649,14.09
"loin",1970,14,993649,14.09
"lon",1970,14,993649,14.09
"london",1970,41,993649,41.26
"lonely",1970,572,993649,575.66
"loneliness",1970,96,993649,96.61
"lonesome",1970,67,993649,67.43
"long",1970,1672,993649,1682.69
"longer",1970,121,993649,121.77
"lontano",1970,25,993649,25.16
"look",1970,1860,993649,1871.89
"lookin",1970,158,993649,159.01
"loose",1970,120,993649,120.77
"lord",1970,806,993649,811.15
"los",1970,271,993649,272.73
"lose",1970,516,993649,519.3
"loser",1970,47,993649,47.3
"losin",1970,28,993649,28.18
"loss",1970,18,993649,18.12
"lost",1970,588,993649,591.76
"lot",1970,313,993649,315
"lotta",1970,53,993649,53.34
"lou",1970,44,993649,44.28
"loud",1970,93,993649,93.59
"louder",1970,21,993649,21.13
"love",1970,7914,993649,7964.58
"lover",1970,452,993649,454.89
